FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição
vw_pib_percapita.fid--33501df1_157d3a3b533_6017,2943,MINAS GERAIS,Santa Juliana,2010,283207.6875,11571,24475.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6018,603,RIO GRANDE DO SUL,Novo Hamburgo,2010,4499416,257746,17456.77929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6019,4466,BAHIA,Ibicaraí,2010,100709.2734375,24569,4099.04003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601a,2370,PARÁ,São João do Araguaia,2010,42977.30078125,11923,3604.57006836,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601b,2843,PERNAMBUCO,Exu,2010,122558.078125,31086,3942.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601c,3105,MINAS GERAIS,Caparaó,2010,43127.42578125,4991,8641.04003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601d,4767,SÃO PAULO,Quadra,2010,52995.9609375,2789,19001.77929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601e,75,RIO GRANDE DO SUL,Fagundes Varela,2010,52355.99609375,2607,20082.84960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_601f,5246,SERGIPE,Itabaianinha,2010,182475.3125,38850,4696.91992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6020,4592,SÃO PAULO,Juquiá,2010,145942.484375,19585,7451.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6021,4710,SÃO PAULO,Palmital,2010,406439.09375,22323,18207.18945312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6022,796,ALAGOAS,Coité do Nóia,2010,31372.484375,11127,2819.48999023,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6023,3839,RONDÔNIA,Rio Crespo,2010,89956.921875,3290,27342.52929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6024,1740,MARANHÃO,Presidente Sarney,2010,63821.51171875,16325,3909.42993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6025,1850,RIO DE JANEIRO,Duque de Caxias,2010,25747558,872762,29501.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6026,3173,PARANÁ,Querência do Norte,2010,122119.84375,12306,9923.59960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6027,1449,MATO GROSSO DO SUL,Itaporã,2010,230821.453125,19390,11904.15039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6028,4960,SERGIPE,UMBAÚBA,2010,118739.953125,21397,5549.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6029,3203,MINAS GERAIS,Central de Minas,2010,37185.7265625,6821,5451.64990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602a,1303,SERGIPE,Aquidabã,2010,103898.78125,19890,5223.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602b,3101,MINAS GERAIS,Canápolis,2010,262747.75,11865,22144.76953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602c,901,GOIÁS,Itajá,2010,63981.1328125,5528,11574.00976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602d,697,PIAUÍ,Tamboril do Piauí,2010,9977.36425781,3037,3285.27001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602e,680,SÃO PAULO,Cravinhos,2010,425249.71875,30849,13784.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_602f,3509,MINAS GERAIS,Gurinhatã,2010,88027,6228,14134.0703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6030,3448,MINAS GERAIS,Fronteira dos Vales,2010,21192.48828125,4980,4255.52001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6031,3532,PARANÁ,Reserva do Iguaçu,2010,65388.59765625,7449,8778.16992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6032,1743,MARANHÃO,Raposa,2010,100919.59375,25837,3906.01000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6033,5505,AMAZONAS,Santo Antônio do Içá,2010,94013,30351,3097.5300293,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6034,4384,BAHIA,Cocos,2010,135027.5,17923,7533.75976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6035,5386,SANTA CATARINA,Macieira,2010,27063.52929688,1787,15144.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6036,4554,BAHIA,Luís Eduardo Magalhães,2010,1888228125,52054,36274.41015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6037,4323,BAHIA,Camaçari,2010,12158915,234558,51837.55859375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6038,482,RIO GRANDE DO SUL,Maçambará,2010,134769.140625,4375,30804.36914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6039,4496,BAHIA,Itaberaba,2010,338606.15625,61490,5506.68994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603a,1155,GOIÁS,Varjão,2010,28725.76757812,3806,7547.5,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603b,3388,MINAS GERAIS,Verdelândia,2010,64725.09375,8514,7602.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603c,2916,MINAS GERAIS,Berizal,2010,17727.66210938,4655,3808.31005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603d,4723,SÃO PAULO,Paulistânia,2010,23322.51171875,1909,12217.13964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603e,4443,BAHIA,Entre Rios,2010,248541.796875,40524,6133.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_603f,1894,CEARÁ,Quixadá,2010,392364.25,80447,4877.29980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6040,1059,GOIÁS,Moiporá,2010,17579.0234375,1865,9425.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6041,1995,RIO DE JANEIRO,Paraty,2010,532311375,35730,14898.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6042,1958,CEARÁ,Senador Pompeu,2010,106628.203125,25263,4220.72998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6043,1977,RIO GRANDE DO NORTE,Cruzeta,2010,48400.60546875,8029,6028.22021484,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6044,1502,CEARÁ,Itarema,2010,159949.25,36536,4377.85009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6045,2910,MINAS GERAIS,Belmiro Braga,2010,32525.99804688,3079,10563.8203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6046,3384,MINAS GERAIS,Espinosa,2010,136152.84375,32461,4194.35009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6047,3896,PARANÁ,Imbaú,2010,65769.6796875,12040,5462.60009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6048,3797,PARANÁ,Doutor Ulysses,2010,83953.4140625,6145,13662.0703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6049,428,RIO GRANDE DO SUL,Quinze de Novembro,2010,78385.8828125,3678,21312.09960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604a,4953,AMAZONAS,Beruri,2010,78535.7421875,14705,5340.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604b,277,BAHIA,Santo Antônio de Jesus,2010,835156.6875,88768,9408.30957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604c,527,RIO GRANDE DO SUL,Cerro Grande,2010,23237.73828125,2659,8739.28027344,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604d,3553,MINAS GERAIS,Indianópolis,2010,286319625,6671,42920.05078125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604e,367,RIO GRANDE DO SUL,Humaitá,2010,71322.4453125,4999,14267.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_604f,3732,MINAS GERAIS,Mateus Leme,2010,337752.53125,26862,12573.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6050,5328,SANTA CATARINA,Imaruí,2010,128429.40625,11677,10998.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6051,511,RIO GRANDE DO SUL,Dois Irmãos,2010,555140.3125,26421,21011.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6052,99,BAHIA,Paramirim,2010,78535.03125,20870,3763.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6053,3272,MINAS GERAIS,Congonhas do Norte,2010,20812.99609375,5335,3901.2199707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6054,4620,SÃO PAULO,Lagoinha,2010,48048.41796875,4909,9787.8203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6055,3830,RONDÔNIA,Guajará-Mirim,2010,489898.8125,40762,12018.51953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6056,702,ALAGOAS,Craíbas,2010,73514.7890625,23294,3155.94995117,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6057,4448,BAHIA,Feira da Mata,2010,30380.33398438,6562,4629.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6058,2527,MARANHÃO,Trizidela do Vale,2010,80588.1328125,19104,4218.39013672,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6059,5039,SÃO PAULO,Embu,2010,3698098,248722,14868.40039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605a,4935,SANTA CATARINA,São Martinho,2010,49147.94921875,3281,14979.55957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605b,3494,MINAS GERAIS,Governador Valadares,2010,2845814,263274,10809.3203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605c,4332,BAHIA,Candiba,2010,43417.87109375,12821,3386.4699707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605d,72,RIO GRANDE DO SUL,Vista Alegre do Prata,2010,25530.92382812,1505,16964.0703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605e,4216,SÃO PAULO,Barra do Turvo,2010,44993.55078125,7699,5844.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_605f,1729,RIO GRANDE DO NORTE,São João do Sabugi,2010,30413.1796875,5953,5108.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6060,639,RIO GRANDE DO SUL,Erechim,2010,2099846.25,97916,21445.38085938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6061,4098,MATO GROSSO,Santo Afonso,2010,37953.6953125,2944,12891.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6062,3921,BAHIA,Andaraí,2010,48729.01953125,14609,3335.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6063,2353,PARAÍBA,Cacimba de Areia,2010,14722625,3604,4085.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6064,1122,GOIÁS,Trombas,2010,22239.45703125,3683,6038.41015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6065,3161,MINAS GERAIS,São Roque de Minas,2010,101647.859375,6301,16132.01953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6066,5421,PIAUÍ,Batalha,2010,81977.6875,26681,3072.51000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6067,721,ALAGOAS,Belo Monte,2010,30603.25585938,7510,4075,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6068,1203,AMAZONAS,Manicoré,2010,239006.1875,46773,5109.91992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6069,3658,PERNAMBUCO,São Bento do Una,2010,267400.34375,49372,5416.02978516,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606a,5360,TOCANTINS,Monte Santo do Tocantins,2010,17881.96875,1914,9342.71972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606b,1569,RIO GRANDE DO SUL,Imbé,2010,188084.265625,16301,11538.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606c,2708,MINAS GERAIS,Piedade do Rio Grande,2010,173165.03125,4871,35550.19921875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606d,2490,MARANHÃO,São Mateus do Maranhão,2010,117996.6171875,39622,2978.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606e,2041,RIO GRANDE DO NORTE,Passa e Fica,2010,48088.0234375,10954,4390,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_606f,773,GOIÁS,Araçu,2010,31861.68945312,3946,8074.43017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6070,4871,SÃO PAULO,Taiúva,2010,54916.61328125,5505,9975.76953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6071,2095,RIO GRANDE DO NORTE,Barcelona,2010,17381.98242188,4042,4300.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6072,3284,MINAS GERAIS,Coromandel,2010,475813.28125,28296,16815.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6073,576,RIO GRANDE DO SUL,Campos Borges,2010,46183.6484375,3693,12505.73046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6074,3798,PARANÁ,Itaperuçu,2010,174329.203125,23501,7417.95019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6075,1805,MARANHÃO,Pedreiras,2010,215696.484375,38934,5540.04980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6076,308,RIO GRANDE DO SUL,Pantano Grande,2010,144975.21875,9794,14802.45019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6077,106,BAHIA,Pé de Serra,2010,57215.6796875,14788,3869.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6078,1804,MARANHÃO,Paulo Ramos,2010,90368.515625,16236,5565.93017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6079,283,RIO GRANDE DO SUL,Salvador das Missões,2010,63773.171875,2671,23876.140625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607a,565,RIO GRANDE DO SUL,Segredo,2010,83060.3828125,7301,11376.58007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607b,1993,RIO DE JANEIRO,Niterói,2010,10800670,479384,22530.31054688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607c,1979,MARANHÃO,Balsas,2010,1120221375,83617,13397.04980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607d,4894,BAHIA,Boa Nova,2010,50579.9765625,15427,3278.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607e,3655,PERNAMBUCO,Brejão,2010,50748.40234375,9780,5189,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_607f,2709,MINAS GERAIS,Piedade dos Gerais,2010,27067.94140625,4762,5684.14990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6080,2398,PARÁ,Tracuateua,2010,69502.9765625,27825,2497.86010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6081,1760,RIO GRANDE DO NORTE,Antônio Martins,2010,29558.55664062,7245,4079.86010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6082,4939,SANTA CATARINA,Saudades,2010,138512.796875,8929,15512.69042969,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6083,1628,MARANHÃO,Governador Newton Bello,2010,52123.2421875,11642,4477.16992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6084,1335,RIO GRANDE DO SUL,Taquara,2010,563392.4375,55473,10156.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6085,3008,MINAS GERAIS,Cambuí,2010,326565.71875,26365,12386.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6086,1585,MARANHÃO,Cantanhede,2010,59457.3125,19564,3039.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6087,3123,MINAS GERAIS,Carmésia,2010,13151.90039062,2712,4849.52001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6088,3850,RONDÔNIA,Cacaulândia,2010,102527.7109375,5736,17874.4296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6089,4355,SÃO PAULO,Urânia,2010,87492.9765625,9007,9713.88964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608a,929,GOIÁS,Cachoeira Alta,2010,132794.640625,8235,16125.63964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608b,4135,MATO GROSSO,Sinop,2010,1813363.25,114051,15899.58007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608c,887,TOCANTINS,Campos Lindos,2010,226778.234375,8079,28070.08984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608d,3093,PARANÁ,Jundiaí do Sul,2010,35101.26953125,3777,9293.4296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608e,2827,MINAS GERAIS,Rio Acima,2010,85513.75,8685,9846.13964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_608f,5301,SANTA CATARINA,Governador Celso Ramos,2010,117229.25,12704,9227.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6090,3584,MINAS GERAIS,Itaúna,2010,1224195625,85838,14261.70019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6091,1635,MARANHÃO,Igarapé do Meio,2010,75123.78125,12291,6112.10009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6092,1080,GOIÁS,Água Fria de Goiás,2010,89004.4453125,5318,16736.44921875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6093,3978,MATO GROSSO,Novo Santo Antônio,2010,18348.640625,2325,7891.89013672,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6094,1712,RIO GRANDE DO NORTE,Grossos,2010,92027.8671875,9886,9308.91015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6095,699,ALAGOAS,Coqueiro Seco,2010,19754.61328125,5525,3575.5,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6096,1218,PIAUÍ,Jacobina do Piauí,2010,21993.23242188,5831,3771.7800293,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6097,14,RIO GRANDE DO SUL,Três Arroios,2010,34917.92578125,3079,11340.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6098,2829,MINAS GERAIS,Rio Doce,2010,16774.27734375,2656,6315.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_6099,2281,PARÁ,Jacundá,2010,221262.140625,55900,3958.17993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609a,1691,RIO GRANDE DO NORTE,Coronel Ezequiel,2010,24485.14453125,5399,4535.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609b,1649,RIO GRANDE DO NORTE,Lagoa Nova,2010,54598.9765625,13718,3980.10009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609c,1418,CEARÁ,Baixio,2010,22142.4765625,5991,3695.95996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609d,5515,SANTA CATARINA,Riqueza,2010,55484.09375,5126,10824.04980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609e,3457,PARANÁ,Nova Esperança,2010,312743.09375,26591,11761.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_609f,378,RIO GRANDE DO SUL,Ibirapuitã,2010,55098.28515625,4315,12769.00976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a0,3943,RONDÔNIA,Parecis,2010,83712.1875,4802,17432.76953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a1,4549,BAHIA,Barra da Estiva,2010,127462.8515625,20537,6206.5,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a2,1558,CEARÁ,Catarina,2010,47258.05078125,18010,2623.98999023,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a3,1466,ESPIRITO SANTO,Anchieta,2010,2193130.75,20226,108431.2734375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a4,4450,BAHIA,Filadélfia,2010,53721.9609375,16215,3313.10009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a5,4792,SÃO PAULO,Roseira,2010,240654.0625,9527,25260.2109375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a6,144,RIO GRANDE DO SUL,Arroio do Meio,2010,527789875,19059,27692.41992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a7,3600,PERNAMBUCO,Araçoiaba,2010,54776.1953125,17484,3132.92993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a8,2266,PARÁ,Igarapé-Miri,2010,156092.75,57003,2738.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60a9,178,BAHIA,Serrolândia,2010,45652.41796875,12665,3604.61010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60aa,3097,PARANÁ,Ribeirão Claro,2010,116140.796875,11246,10327.29980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60ab,3972,MATO GROSSO,Rio Branco,2010,44930.54296875,5208,8627.21972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60ac,3484,PERNAMBUCO,Quipapá,2010,98738.21875,25603,3856.51000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60ad,4867,SÃO PAULO,Tabatinga,2010,163077.953125,14876,10962.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60ae,4033,MATO GROSSO,Alto Boa Vista,2010,53055.69140625,5475,9690.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60af,2023,ESPIRITO SANTO,Santa Leopoldina,2010,109372.296875,12743,8582.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b0,5430,SANTA CATARINA,Navegantes,2010,911398.5,57324,15899.0703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b1,4756,SÃO PAULO,Porto Ferreira,2010,889695.1875,51090,17414.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b2,2472,PARAÍBA,Dona Inês,2010,40716.37109375,11142,3654.31005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b3,2807,MINAS GERAIS,Pratinha,2010,61587.046875,3435,17929.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b4,4161,PARANÁ,São José da Boa Vista,2010,64582.859375,6320,10218.80957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b5,3364,MINAS GERAIS,Dom Cavati,2010,28930.48242188,5811,4978.56982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b6,5417,AMAZONAS,São Gabriel da Cachoeira,2010,202045.265625,41885,4823.81005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b7,2893,PARANÁ,Moreira Sales,2010,145827.890625,13238,11015.86035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b8,2386,PARAÍBA,São José do Bonfim,2010,12397.72070312,3314,3741.01000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60b9,5553,TOCANTINS,Piraquê,2010,30794.62890625,3127,9847.98046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60ba,1564,CEARÁ,Crateús,2010,331236.40625,75249,4401.87011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60bb,3469,PERNAMBUCO,Paranatama,2010,52088.41796875,12441,4186.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60bc,1932,RIO DE JANEIRO,Cordeiro,2010,199012.96875,19902,9999.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60bd,1549,CEARÁ,Campos Sales,2010,98834.7265625,26417,3741.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60be,874,GOIÁS,Iaciara,2010,82438.8828125,12855,6412.97998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60bf,2198,PARAÍBA,Santa Inês,2010,14049.64453125,3834,3664.48999023,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_60c0,509,RIO GRANDE DO SUL,Rondinha,2010,82017.515625,5736,14298.73046875,Produto Interno Bruto per capita
